1416533288733; 1; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533288855; 3578599; 4.0; 120000; 298.21658333333335; 596.4331666666667; 2; 2; 2
1416533288911; 3578861; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533288964; 3579133; 4.0; 120000; 298.2610833333333; 298.2610833333333; 1; 1; 1
1416533289019; 3579390; 4.0; 120000; 298.2825; 298.2825; 1; 1; 1
1416533289073; 3579637; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289126; 3579889; 4.0; 120000; 298.3240833333333; 298.3240833333333; 1; 1; 1
1416533289179; 3580151; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289238; 3580403; 4.0; 120000; 298.36691666666667; 298.36691666666667; 1; 1; 1
1416533289301; 3580665; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289369; 3580912; 4.0; 120000; 298.38875; 298.38875; 1; 1; 1
1416533289422; 3581116; 4.0; 120000; 298.42633333333333; 298.42633333333333; 1; 1; 1
1416533289474; 3581281; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289526; 3581446; 4.0; 120000; 298.4538333333333; 298.4538333333333; 1; 1; 1
1416533289578; 3581611; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289631; 3581941; 4.0; 120000; 298.49508333333335; 298.49508333333335; 1; 1; 1
1416533289683; 3581941; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289735; 3582177; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289787; 3582342; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289845; 3582510; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289898; 3582678; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533289956; 3582843; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290027; 3583008; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290079; 3583341; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290134; 3583506; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290186; 3583671; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290239; 3583836; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290290; 3584001; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290342; 3584166; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290395; 3584331; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290451; 3584496; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290503; 3584661; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290555; 3584829; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290608; 3584994; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290659; 3585162; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290711; 3585327; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290768; 3585492; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290820; 3585660; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290876; 3585825; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290928; 3585990; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533290983; 3586155; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291037; 3586485; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291089; 3586653; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291141; 3586818; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291193; 3586986; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291246; 3587151; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291298; 3587316; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291359; 3587481; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291412; 3587646; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291463; 3587811; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291515; 3587976; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291567; 3588141; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291619; 3588312; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291672; 3588480; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291724; 3588648; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291777; 3588813; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291829; 3588981; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291881; 3589149; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291933; 3589314; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533291985; 3589479; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533292036; 3589644; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533292096; 3589809; 4.0; 120000; 0.0; 0.0; 0; 0; 0
1416533292148; 3589974; 4.0; 120000; 0.0; 0.0; 0; 0; 0
